category,item,status,reason,path,official_url
functions,object-id-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/object-id-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/object-id-transact-sql?view=sql-server-ver17
functions,object-name-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/object-name-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/object-name-transact-sql?view=sql-server-ver17
functions,object-schema-name-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/object-schema-name-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/object-schema-name-transact-sql?view=sql-server-ver17
functions,objectproperty-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/objectproperty-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/objectproperty-transact-sql?view=sql-server-ver17
functions,objectpropertyex-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/objectpropertyex-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/objectpropertyex-transact-sql?view=sql-server-ver17
functions,odbc-scalar-functions-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/odbc-scalar-functions-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/odbc-scalar-functions-transact-sql?view=sql-server-ver17
functions,opendatasource-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/opendatasource-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/opendatasource-transact-sql?view=sql-server-ver17
functions,openjson-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/openjson-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/openjson-transact-sql?view=sql-server-ver17
functions,openquery-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/openquery-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/openquery-transact-sql?view=sql-server-ver17
functions,openrowset-bulk-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/openrowset-bulk-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/openrowset-bulk-transact-sql?view=sql-server-ver17
functions,openrowset-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/openrowset-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/openrowset-transact-sql?view=sql-server-ver17
functions,openxml-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/openxml-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/openxml-transact-sql?view=sql-server-ver17
functions,options-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/options-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/options-transact-sql?view=sql-server-ver17
functions,original-db-name-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/original-db-name-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/original-db-name-transact-sql?view=sql-server-ver17
functions,original-login-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/original-login-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/original-login-transact-sql?view=sql-server-ver17
functions,pack-received-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/pack-received-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/pack-received-transact-sql?view=sql-server-ver17
functions,pack-sent-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/pack-sent-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/pack-sent-transact-sql?view=sql-server-ver17
functions,packet-errors-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/packet-errors-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/packet-errors-transact-sql?view=sql-server-ver17
functions,parse-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/parse-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/parse-transact-sql?view=sql-server-ver17
functions,parsename-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/parsename-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/parsename-transact-sql?view=sql-server-ver17
functions,partition-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/partition-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/partition-transact-sql?view=sql-server-ver17
functions,patindex-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/patindex-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/patindex-transact-sql?view=sql-server-ver17
functions,percent-rank-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/percent-rank-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/percent-rank-transact-sql?view=sql-server-ver17
functions,percentile-cont-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/percentile-cont-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/percentile-cont-transact-sql?view=sql-server-ver17
functions,percentile-disc-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/percentile-disc-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/percentile-disc-transact-sql?view=sql-server-ver17
functions,permissions-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/permissions-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/permissions-transact-sql?view=sql-server-ver17
functions,pi-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/pi-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/pi-transact-sql?view=sql-server-ver17
functions,power-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/power-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/power-transact-sql?view=sql-server-ver17
functions,procid-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/procid-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/procid-transact-sql?view=sql-server-ver17
functions,product-aggregate-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/product-aggregate-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/product-aggregate-transact-sql?view=sql-server-ver17
functions,pwdcompare-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/pwdcompare-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/pwdcompare-transact-sql?view=sql-server-ver17
functions,pwdencrypt-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/pwdencrypt-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/pwdencrypt-transact-sql?view=sql-server-ver17
functions,quotename-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/quotename-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/quotename-transact-sql?view=sql-server-ver17
functions,radians-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/radians-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/radians-transact-sql?view=sql-server-ver17
functions,rand-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/rand-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/rand-transact-sql?view=sql-server-ver17
functions,rank-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/rank-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/rank-transact-sql?view=sql-server-ver17
functions,ranking-functions-transact-sql,REFERENCE_ONLY,官方索引/分类页，不作为独立实现单元统计支持率,docs/t-sql/functions/ranking-functions-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/ranking-functions-transact-sql?view=sql-server-ver17
functions,regexp-count-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/regexp-count-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/regexp-count-transact-sql?view=sql-server-ver17
functions,regexp-instr-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/regexp-instr-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/regexp-instr-transact-sql?view=sql-server-ver17
functions,regexp-like-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/regexp-like-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/regexp-like-transact-sql?view=sql-server-ver17
functions,regexp-matches-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/regexp-matches-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/regexp-matches-transact-sql?view=sql-server-ver17
functions,regexp-replace-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/regexp-replace-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/regexp-replace-transact-sql?view=sql-server-ver17
functions,regexp-split-to-table-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/regexp-split-to-table-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/regexp-split-to-table-transact-sql?view=sql-server-ver17
functions,regexp-substr-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/regexp-substr-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/regexp-substr-transact-sql?view=sql-server-ver17
functions,regular-expressions-functions-transact-sql,REFERENCE_ONLY,官方索引/分类页，不作为独立实现单元统计支持率,docs/t-sql/functions/regular-expressions-functions-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/regular-expressions-functions-transact-sql?view=sql-server-ver17
functions,remserver-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/remserver-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/remserver-transact-sql?view=sql-server-ver17
functions,replace-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/replace-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/replace-transact-sql?view=sql-server-ver17
functions,replicate-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/replicate-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/replicate-transact-sql?view=sql-server-ver17
functions,replication-functions-publishingservername,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/replication-functions-publishingservername.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/replication-functions-publishingservername?view=sql-server-ver17
functions,reverse-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/reverse-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/reverse-transact-sql?view=sql-server-ver17
functions,right-shift-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/right-shift-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/right-shift-transact-sql?view=sql-server-ver17
functions,right-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/right-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/right-transact-sql?view=sql-server-ver17
functions,round-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/round-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/round-transact-sql?view=sql-server-ver17
functions,row-number-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/row-number-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/row-number-transact-sql?view=sql-server-ver17
functions,rowcount-big-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/rowcount-big-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/rowcount-big-transact-sql?view=sql-server-ver17
functions,rowcount-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/rowcount-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/rowcount-transact-sql?view=sql-server-ver17
functions,rtrim-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/rtrim-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/rtrim-transact-sql?view=sql-server-ver17
functions,schema-id-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/schema-id-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/schema-id-transact-sql?view=sql-server-ver17
functions,schema-name-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/schema-name-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/schema-name-transact-sql?view=sql-server-ver17
functions,scope-identity-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/scope-identity-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/scope-identity-transact-sql?view=sql-server-ver17
functions,security-functions-transact-sql,REFERENCE_ONLY,官方索引/分类页，不作为独立实现单元统计支持率,docs/t-sql/functions/security-functions-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/security-functions-transact-sql?view=sql-server-ver17
functions,servername-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/servername-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/servername-transact-sql?view=sql-server-ver17
functions,serverproperty-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/serverproperty-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/serverproperty-transact-sql?view=sql-server-ver17
functions,servicename-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/servicename-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/servicename-transact-sql?view=sql-server-ver17
functions,session-context-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/session-context-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/session-context-transact-sql?view=sql-server-ver17
functions,session-id-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/session-id-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/session-id-transact-sql?view=sql-server-ver17
functions,session-user-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/session-user-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/session-user-transact-sql?view=sql-server-ver17
functions,sessionproperty-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/sessionproperty-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sessionproperty-transact-sql?view=sql-server-ver17
functions,set-bit-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/set-bit-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/set-bit-transact-sql?view=sql-server-ver17
functions,sign-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/sign-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sign-transact-sql?view=sql-server-ver17
functions,signbyasymkey-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/signbyasymkey-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/signbyasymkey-transact-sql?view=sql-server-ver17
functions,signbycert-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/signbycert-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/signbycert-transact-sql?view=sql-server-ver17
functions,sin-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/sin-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sin-transact-sql?view=sql-server-ver17
functions,smalldatetimefromparts-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/smalldatetimefromparts-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/smalldatetimefromparts-transact-sql?view=sql-server-ver17
functions,soundex-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/soundex-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/soundex-transact-sql?view=sql-server-ver17
functions,space-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/space-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/space-transact-sql?view=sql-server-ver17
functions,spid-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/spid-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/spid-transact-sql?view=sql-server-ver17
functions,sql-variant-property-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/sql-variant-property-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sql-variant-property-transact-sql?view=sql-server-ver17
functions,sqrt-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/sqrt-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sqrt-transact-sql?view=sql-server-ver17
functions,square-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/square-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/square-transact-sql?view=sql-server-ver17
functions,stats-date-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/stats-date-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/stats-date-transact-sql?view=sql-server-ver17
functions,stdev-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/stdev-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/stdev-transact-sql?view=sql-server-ver17
functions,stdevp-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/stdevp-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/stdevp-transact-sql?view=sql-server-ver17
functions,str-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/str-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/str-transact-sql?view=sql-server-ver17
functions,string-agg-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/string-agg-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/string-agg-transact-sql?view=sql-server-ver17
functions,string-escape-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/string-escape-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/string-escape-transact-sql?view=sql-server-ver17
functions,string-split-transact-sql,MODEL_REQUIRED,函数语法作为表源、序列、特殊表达式或非普通标量调用，完整支持需要专用模型,docs/t-sql/functions/string-split-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/string-split-transact-sql?view=sql-server-ver17
functions,stuff-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/stuff-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/stuff-transact-sql?view=sql-server-ver17
functions,substring-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/substring-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/substring-transact-sql?view=sql-server-ver17
functions,sum-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/sum-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sum-transact-sql?view=sql-server-ver17
functions,suser-id-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/suser-id-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/suser-id-transact-sql?view=sql-server-ver17
functions,suser-name-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/suser-name-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/suser-name-transact-sql?view=sql-server-ver17
functions,suser-sid-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/suser-sid-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/suser-sid-transact-sql?view=sql-server-ver17
functions,suser-sname-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/suser-sname-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/suser-sname-transact-sql?view=sql-server-ver17
functions,switchoffset-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/switchoffset-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/switchoffset-transact-sql?view=sql-server-ver17
functions,symkeyproperty-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/symkeyproperty-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/symkeyproperty-transact-sql?view=sql-server-ver17
functions,sysdatetime-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/sysdatetime-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sysdatetime-transact-sql?view=sql-server-ver17
functions,sysdatetimeoffset-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/sysdatetimeoffset-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sysdatetimeoffset-transact-sql?view=sql-server-ver17
functions,system-functions-transact-sql,REFERENCE_ONLY,官方索引/分类页，不作为独立实现单元统计支持率,docs/t-sql/functions/system-functions-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/system-functions-transact-sql?view=sql-server-ver17
functions,system-statistical-functions-transact-sql,REFERENCE_ONLY,官方索引/分类页，不作为独立实现单元统计支持率,docs/t-sql/functions/system-statistical-functions-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/system-statistical-functions-transact-sql?view=sql-server-ver17
functions,system-user-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/system-user-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/system-user-transact-sql?view=sql-server-ver17
functions,sysutcdatetime-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/sysutcdatetime-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/sysutcdatetime-transact-sql?view=sql-server-ver17
functions,tan-transact-sql,CURRENT,当前 SQL Server 方言已有代表性用例或由现有核心 AST 直接覆盖,docs/t-sql/functions/tan-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/tan-transact-sql?view=sql-server-ver17
functions,text-and-image-functions-textptr-transact-sql,REFERENCE_ONLY,官方索引/分类页，不作为独立实现单元统计支持率,docs/t-sql/functions/text-and-image-functions-textptr-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/text-and-image-functions-textptr-transact-sql?view=sql-server-ver17
functions,text-and-image-functions-textvalid-transact-sql,REFERENCE_ONLY,官方索引/分类页，不作为独立实现单元统计支持率,docs/t-sql/functions/text-and-image-functions-textvalid-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/text-and-image-functions-textvalid-transact-sql?view=sql-server-ver17
functions,textsize-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/textsize-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/textsize-transact-sql?view=sql-server-ver17
functions,timefromparts-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/timefromparts-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/timefromparts-transact-sql?view=sql-server-ver17
functions,timeticks-transact-sql,HOOK_ONLY,普通标量/聚合/窗口函数可由现有表达式 AST 承载,docs/t-sql/functions/timeticks-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/timeticks-transact-sql?view=sql-server-ver17
functions,todatetimeoffset-transact-sql,HOOK_ONLY,可通过函数名、参数、类型或特殊字面量 hook 扩展,docs/t-sql/functions/todatetimeoffset-transact-sql.md,https://learn.microsoft.com/en-us/sql/t-sql/functions/todatetimeoffset-transact-sql?view=sql-server-ver17
